Dataset shape:  (7214, 53)
Train Shape:  (3452, 401)
Train Label Shape:  (3452,)
Validation Shape:  (864, 401)
Validation Label Shape:  (864,)
Test Shape:  (1851, 401)
Test Label Shape:  (1851,)
Configuration space object:
  Hyperparameters:
    activation, Type: Categorical, Choices: {identity, logistic, tanh, relu}, Default: relu
    alpha, Type: UniformFloat, Range: [1e-06, 0.1], Default: 0.0001, on log-scale
    learning_rate_init, Type: UniformFloat, Range: [0.0001, 1.0], Default: 0.001, on log-scale
    max_iter, Type: UniformInteger, Range: [100, 500], Default: 300
    num_units, Type: UniformInteger, Range: [50, 500], Default: 100
    tol, Type: UniformFloat, Range: [1e-05, 0.01], Default: 0.0001, on log-scale

################################################################################
Use self defined accuracy metric
[WARNING] [2025-06-04 20:12:53,766:Client-AutoMLSMBO(1)::96a9677c-41b2-11f0-9f73-fe576b4fae26] Could not find meta-data directory /Users/sayannath/Projects/Fair-AutoML/autosklearn/metalearning/files/fair+acc_binary.classification_dense
0.0 0.4587719298245614 0.2079579255447823 0.5467073898259047
0.09542729516868459 0.33859649122807023 0.20565409476437985 0.5467073898259047
0.09542729516868459 0.33859649122807023 0.20565409476437985 0.5467073898259047
0.09542729516868459 0.33859649122807023 0.20565409476437985 0.5467073898259047
0.19059597978135653 0.3315789473684211 0.2545025171489869 0.5467073898259047
0.0 0.4587719298245614 0.2079579255447823 0.5467073898259047
0.19666157282238156 0.33508771929824566 0.25940912207476763 0.5467073898259047
0.1812389796638063 0.3894736842105263 0.27563023241662055 0.5467073898259047
0.1689667332784766 0.31052631578947365 0.23313464593004166 0.5467073898259047
0.2668390737040085 0.3254385964912281 0.29340180434318364 0.5467073898259047
0.15747031856118493 0.3710526315789474 0.2542856027160271 0.5467073898259047
0.09418126248971435 0.3710526315789474 0.21968500806664812 0.5467073898259047
0.21878453038674034 0.31666666666666665 0.2631537794304846 0.5467073898259047
0.15417891148465968 0.3219298245614035 0.23021916073230464 0.5467073898259047
0.19863641706829668 0.3192982456140351 0.2533315322781736 0.5467073898259047
0.1138121546961326 0.39824561403508774 0.24274373990073497 0.5467073898259047
0.12740096391207242 0.3298245614035088 0.2191580847797961 0.5467073898259047
0.10774656165510754 0.37017543859649127 0.22670363226892382 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
0.09542729516868459 0.33859649122807023 0.20565409476437985 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
0.0 0.4587719298245614 0.2079579255447823 0.5467073898259047
0.0 0.5412280701754386 0.245334684629313 0.5467073898259047
0.10668860938051017 0.32894736842105265 0.20743686240005296 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
0.09542729516868459 0.33859649122807023 0.20565409476437985 0.5467073898259047
0.10668860938051017 0.32894736842105265 0.20743686240005296 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
0.16560479605031153 0.3254385964912281 0.23805627664622003 0.5467073898259047
0.1552838838603503 0.3175438596491228 0.22883513181242848 0.5467073898259047
0.08012225226284236 0.3377192982456141 0.1968890896095094 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
0.08012225226284236 0.3377192982456141 0.1968890896095094 0.5467073898259047
0.09542729516868459 0.33859649122807023 0.20565409476437985 0.5467073898259047
0.10668860938051017 0.32894736842105265 0.20743686240005296 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
0.18015751733866225 0.32105263157894737 0.24402423143341842 0.5467073898259047
0.1571881979546256 0.31842105263157894 0.23027385949696239 0.5467073898259047
0.1799694369342894 0.33508771929824566 0.2502834080327695 0.5467073898259047
0.1292347478547079 0.343859649122807 0.22652262955888203 0.5467073898259047
0.06338309627365696 0.34298245614035083 0.1901234199106368 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
0.06338309627365696 0.34298245614035083 0.1901234199106368 0.5467073898259047
0.08012225226284236 0.3377192982456141 0.1968890896095094 0.5467073898259047
0.09542729516868459 0.33859649122807023 0.20565409476437985 0.5467073898259047
0.10668860938051017 0.32894736842105265 0.20743686240005296 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
0.24175384977077702 0.3315789473684211 0.28247090271995595 0.5467073898259047
0.19487480898083925 0.33508771929824566 0.25843228507872273 0.5467073898259047
0.2538615258022805 0.3219298245614035 0.2847163826169135 0.5467073898259047
0.10309157164687907 0.3666666666666667 0.2225682144452838 0.5467073898259047
0.4393793346655695 0.38245614035087716 0.41357647133521536 0.5467073898259047
0.19865992711884334 0.3236842105263158 0.2553325108797624 0.5467073898259047
0.1696250146937816 0.3070175438596491 0.2319040328577982 0.5467073898259047
0.15161631597507935 0.30877192982456136 0.22285379438042324 0.5467073898259047
0.3167038909133655 0.3315789473684211 0.32344664408036466 0.5467073898259047
0.3402609615610674 0.38596491228070173 0.36097822467803864 0.5467073898259047
0.1704243564123663 0.3526315789473684 0.2530175439078296 0.5467073898259047
0.06862583754555074 0.3631578947368421 0.20213504252973713 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
0.06338309627365696 0.34298245614035083 0.1901234199106368 0.5467073898259047
0.08012225226284236 0.3377192982456141 0.1968890896095094 0.5467073898259047
0.06862583754555074 0.3631578947368421 0.20213504252973713 0.5467073898259047
0.09542729516868459 0.33859649122807023 0.20565409476437985 0.5467073898259047
0.10668860938051017 0.32894736842105265 0.20743686240005296 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
0.3074644410485482 0.3359649122807018 0.3203834940445628 0.5467073898259047
0.24064887739508645 0.41491228070175434 0.31964119033778704 0.5467073898259047
0.21062654284706714 0.32280701754385965 0.2614771230329453 0.5467073898259047
0.0 0.4587719298245614 0.2079579255447823 0.5467073898259047
0.2429528623486541 0.3096491228070175 0.273185784340677 0.5467073898259047
0.07184671447043611 0.37982456140350873 0.21145079658252658 0.5467073898259047
0.09848360173974374 0.33508771929824566 0.20573449976577557 0.5467073898259047
0.07198777477371582 0.33070175438596494 0.1892609098806799 0.5467073898259047
